	source	interaction	target
3602	EFEMP2	interacts with	CSPG4
3603	EFEMP2	interacts with	CHST3
3604	EFEMP2	interacts with	GFI1B
3605	EFEMP2	interacts with	BNC2
3606	EFEMP2	interacts with	THY1
3607	EFEMP2	interacts with	AKT3
3608	EFEMP2	interacts with	PDLIM3
3609	EFEMP2	interacts with	SLIT3
3610	EFEMP2	interacts with	LDB2
3611	EFEMP2	interacts with	ZNF768
3612	EFEMP2	interacts with	THAP7
3613	EFEMP2	interacts with	LINGO1
3614	EFEMP2	interacts with	DCHS1
3615	EFEMP2	interacts with	SPOCK1
3616	GPRC5B	interacts with	STX4
3617	GPRC5B	interacts with	TYRO3
3618	GPRC5B	interacts with	TRP-AGG2-6
3619	GPRC5B	interacts with	IQCK
3620	RCAN2	interacts with	CACNA1C
3621	RCAN2	interacts with	STXBP6
3622	RCAN2	interacts with	NRXN1
3623	RCAN2	interacts with	PPP2R3A
3624	RCAN2	interacts with	CASQ2
3625	RCAN2	interacts with	MYOZ2
3626	RCAN2	interacts with	CADPS
3627	ARPP21	interacts with	NIN
3628	ARPP21	interacts with	NRXN1
3629	ARPP21	interacts with	TYRO3
3630	ARPP21	interacts with	NDST3
3631	ARPP21	interacts with	CASQ2
3632	CSDE1	interacts with	SUMO1
3633	CSDE1	interacts with	SP3
3634	CSDE1	interacts with	CANX
3635	CSDE1	interacts with	HSP90AB1
3636	CSDE1	interacts with	TAF11
3637	CSDE1	interacts with	UNK
3638	CSDE1	interacts with	KPNA3
3639	CSDE1	interacts with	TAF1
3640	CSDE1	interacts with	MRPL2
3641	CSDE1	interacts with	SMARCC1
3642	CSDE1	interacts with	CCL14
3643	CSDE1	interacts with	HNRNPA3
3644	CSDE1	interacts with	SF3A3
3645	CSDE1	interacts with	WNK1
3646	CSDE1	interacts with	PTBP2
3647	CSDE1	interacts with	PIK3R1
3648	CSDE1	interacts with	STAU1
3649	CSDE1	interacts with	PPP2R2A
3650	CSDE1	interacts with	KPNB1
3651	CSDE1	interacts with	EIF3A
3652	CSDE1	interacts with	PSMC3
3653	CSDE1	interacts with	NBR1
3654	CSDE1	interacts with	XRCC5
3655	CSDE1	interacts with	ZNF106
3656	CSDE1	interacts with	RAB11FIP2
3657	CSDE1	interacts with	RPL4
3658	CSDE1	interacts with	NPEPPS
3659	CCL14	interacts with	CANX
3660	CCL14	interacts with	MAP2K3
3661	CCL14	interacts with	RPL4
3662	CCL14	interacts with	GDAP2
3663	CCL14	interacts with	RPL28
3664	CCL14	interacts with	LIN7C
3665	CCL14	interacts with	NEK5
3666	CCL14	interacts with	C12orf49
3667	WNK1	interacts with	MAP2K1
3668	WNK1	interacts with	SUMO1
3669	WNK1	interacts with	PRKAR1A
3670	WNK1	interacts with	RAB5B
3671	WNK1	interacts with	IGF2R
3672	WNK1	interacts with	NBR1
3673	WNK1	interacts with	NCOA3
3674	WNK1	interacts with	YWHAB
3675	WNK1	interacts with	CCL14
3676	WNK1	interacts with	TTBK2
3677	WNK1	interacts with	STK4
3678	WNK1	interacts with	RAD51
3679	WNK1	interacts with	EIF3A
3680	WNK1	interacts with	ZBTB20
3681	WNK1	interacts with	KDM5A
3682	WNK1	interacts with	NKTR
3683	WNK1	interacts with	HELZ
3684	WNK1	interacts with	RSRC1
3685	WNK1	interacts with	ZNF106
3686	WNK1	interacts with	NUMBL
3687	WNK1	interacts with	SYT1
3688	WNK1	interacts with	SUGP2
3689	WNK1	interacts with	SYT9
3690	WNK1	interacts with	SYT2
3691	WNK1	interacts with	FAM53C
3692	WNK1	interacts with	TRIM66
3693	WNK1	interacts with	GLIS2
3694	WNK1	interacts with	TNRC6A
3695	WNK1	interacts with	ARHGEF18
3696	WNK1	interacts with	ERC1
3697	WNK1	interacts with	AATK
3698	WNK1	interacts with	WNK4
3699	WNK1	interacts with	TRPM7
3700	WNK1	interacts with	PLEC
3701	NBR1	interacts with	RPL4
3702	COLQ	interacts with	RIT2
3703	COLQ	interacts with	RAPSN
3704	COLQ	interacts with	SLC6A7
3705	RAPSN	interacts with	UTRN
3706	RAPSN	interacts with	DAG1
3707	NCOA3	interacts with	IQCK
3708	NCOA3	interacts with	HIST1H3A
3709	NCOA3	interacts with	GMIP
3710	ZBTB20	interacts with	RAB5B
3711	ZBTB20	interacts with	MAP2K5
3712	ZBTB20	interacts with	ZBTB18
3713	ZBTB20	interacts with	TTBK2
3714	ZBTB20	interacts with	SLIT3
3715	ZBTB20	interacts with	ERC1
3716	ZBTB20	interacts with	PDLIM3
3717	ZBTB20	interacts with	DAPK2
3718	KDM5A	interacts with	C2CD5
3719	KDM5A	interacts with	NCOA3
3720	KDM5A	interacts with	PPP2R2A
3721	KDM5A	interacts with	HIST1H4E
3722	KDM5A	interacts with	ZBTB20
3723	KDM5A	interacts with	H2AFY
3724	KDM5A	interacts with	TRIM66
3725	KDM5A	interacts with	HIST1H3A
3726	KDM5A	interacts with	DOCK2
3727	KDM5A	interacts with	ERC1
3728	KDM5A	interacts with	JMJD7
3729	KDM5A	interacts with	GDAP2
3730	KDM5A	interacts with	BCL11B
3731	NKTR	interacts with	ZNF263
3732	NKTR	interacts with	C2CD5
3733	NKTR	interacts with	ADD3
3734	NKTR	interacts with	NCOA3
3735	NKTR	interacts with	TTBK2
3736	NKTR	interacts with	ZBTB20
3737	NKTR	interacts with	KDM5A
3738	NKTR	interacts with	SPG7
3739	NKTR	interacts with	RSRC1
3740	NKTR	interacts with	SUGP2
3741	NKTR	interacts with	TRIM66
3742	HELZ	interacts with	KDM3B
3743	HELZ	interacts with	C2CD5
3744	HELZ	interacts with	IGF2R
3745	HELZ	interacts with	NBR1
3746	HELZ	interacts with	ADD3
3747	HELZ	interacts with	NCOA3
3748	HELZ	interacts with	CAMK2G
3749	HELZ	interacts with	ABL1
3750	HELZ	interacts with	EIF3A
3751	HELZ	interacts with	EXOSC10
3752	HELZ	interacts with	NFATC3
3753	HELZ	interacts with	ZBTB20
3754	HELZ	interacts with	KDM5A
3755	HELZ	interacts with	NKTR
3756	HELZ	interacts with	UTRN
3757	HELZ	interacts with	NSD2
3758	HELZ	interacts with	CELA1
3759	HELZ	interacts with	VPS8
3760	HELZ	interacts with	ARHGEF18
3761	HELZ	interacts with	GDAP2
3762	HELZ	interacts with	GTF3C1
3763	RSRC1	interacts with	NCOA3
3764	RSRC1	interacts with	SLIT3
3765	RSRC1	interacts with	ELAVL2
3766	SUGP2	interacts with	ELAVL2
3767	SUGP2	interacts with	KIF22
3768	SYT9	interacts with	RAB5B
3769	SYT9	interacts with	IGF2R
3770	SYT9	interacts with	DOC2A
3771	SYT9	interacts with	RPH3A
3772	SYT9	interacts with	SYT1
3773	SYT9	interacts with	NRXN1
3774	SYT9	interacts with	PACSIN2
3775	SYT9	interacts with	FCHO2
3776	SYT9	interacts with	SYT17
3777	SYT9	interacts with	SYT12
3778	SYT9	interacts with	SYT16
3779	SYT9	interacts with	INPP4B
3780	SYT9	interacts with	SYT4
3781	SYT9	interacts with	SYT6
3782	SYT9	interacts with	SYT7
3783	SYT9	interacts with	SYT2
3784	SYT9	interacts with	RIPPLY2
3785	SYT9	interacts with	RIMS4
3786	SYT9	interacts with	PLCD4
3787	TRIM66	interacts with	CACNB1
3788	TRIM66	interacts with	A1CF
3789	TRIM66	interacts with	ASIC2
3790	TRIM66	interacts with	NEIL1
3791	TRIM66	interacts with	AARS2
3792	GLIS2	interacts with	LAMP1
3793	GLIS2	interacts with	INSR
3794	GLIS2	interacts with	SLIT3
3795	GLIS2	interacts with	AXIN1
3796	GLIS2	interacts with	EPHB2
3797	GLIS2	interacts with	PDLIM3
3798	GLIS2	interacts with	BBS2
3799	TNRC6A	interacts with	C2CD5
3800	TNRC6A	interacts with	NBR1
3801	TNRC6A	interacts with	A1CF
3802	TNRC6A	interacts with	HELZ
3803	TNRC6A	interacts with	UTRN
3804	TNRC6A	interacts with	ERC1
3805	TNRC6A	interacts with	KIAA2013
3806	ARHGEF18	interacts with	LAMP1
3807	ARHGEF18	interacts with	NCOA3
3808	ARHGEF18	interacts with	RASGRF1
3809	ARHGEF18	interacts with	GTF3C1
3810	ARHGEF18	interacts with	SUGP2
3811	AATK	interacts with	SLC6A7
3812	AATK	interacts with	DNAJA3
3813	AATK	interacts with	ABL1
3814	AATK	interacts with	SSR4
3815	AATK	interacts with	BCL2
3816	AATK	interacts with	DNAJC4
3817	AATK	interacts with	LMTK2
3818	AATK	interacts with	RIMS2
3819	AATK	interacts with	ANGEL1
3820	AATK	interacts with	TEPSIN
3821	AATK	interacts with	LMTK3
3822	WNK4	interacts with	HSP90AB1
3823	WNK4	interacts with	IGF1R
3824	WNK4	interacts with	NEK11
3825	WNK4	interacts with	AATK
3826	WNK4	interacts with	LMTK3
3827	TRPM7	interacts with	C2CD5
3828	TRPM7	interacts with	CACNA1C
3829	TRPM7	interacts with	PLCB2
3830	TRPM7	interacts with	CAMK2G
3831	TRPM7	interacts with	KDM5A
3832	PLEC	interacts with	NBR1
3833	PLEC	interacts with	RPL4
3834	PLEC	interacts with	CAMK2G
3835	PLEC	interacts with	PRKCA
3836	PLEC	interacts with	MYO5C
3837	PLEC	interacts with	ABL1
3838	PLEC	interacts with	AXIN1
3839	PLEC	interacts with	EPHB2
3840	PLEC	interacts with	SPTBN1
3841	PLEC	interacts with	CRKL
3842	PLEC	interacts with	GTF3C1
3843	PLEC	interacts with	NSD2
3844	PLEC	interacts with	DAG1
3845	PLEC	interacts with	HYOU1
3846	PLEC	interacts with	CCDC68
3847	PLEC	interacts with	DAPK3
3848	SOX3	interacts with	SUMO1
3849	SOX3	interacts with	SLC6A7
3850	SOX3	interacts with	WWC1
3851	SOX3	interacts with	SOX6
3852	SOX3	interacts with	TOX3
3853	SOX6	interacts with	SUMO1
3854	SOX6	interacts with	ZBTB20
3855	SOX6	interacts with	BCL11B
3856	TOX3	interacts with	SPDEF
3857	TOX3	interacts with	PBLD
3858	TOX3	interacts with	PTPRD
3859	TOX3	interacts with	GTF3C1
3860	TOX3	interacts with	SOX6
3861	TOX3	interacts with	TSPAN8
3862	TOX3	interacts with	GAS2
3863	TOX3	interacts with	PHF2
3864	PAPSS1	interacts with	MAP2K1
3865	PAPSS1	interacts with	RAP1A
3866	PAPSS1	interacts with	LAMP1
3867	PAPSS1	interacts with	NCOA3
3868	PAPSS1	interacts with	RSRC1
3869	SULT1A4	interacts with	CHST3
3870	SULT1A4	interacts with	CHST7
3871	SULT1A4	interacts with	CHST1
3872	SULT1A4	interacts with	HS3ST3A1
3873	SULT1A4	interacts with	HS3ST4
3874	SULT1A4	interacts with	HS3ST1
3875	SULT1A4	interacts with	NDST3
3876	SDC1	interacts with	CANX
3877	SDC1	interacts with	MMP11
3878	SDC1	interacts with	HS3ST3A1
3879	SDC1	interacts with	NSD2
3880	SDC1	interacts with	HS3ST4
3881	SDC1	interacts with	HS3ST1
3882	SDC1	interacts with	CSPG5
3883	SDC1	interacts with	GPC1
3884	SDC1	interacts with	GPC2
3885	SDC1	interacts with	GPC6
3886	SDC1	interacts with	GBA
3887	SDC1	interacts with	DAG1
3888	SDC1	interacts with	HS6ST3
3889	SDC1	interacts with	TIAM1
3890	SDC1	interacts with	THY1
3891	SDC1	interacts with	NDST3
3892	GPC1	interacts with	TMEM214
3893	GPC1	interacts with	HS3ST3A1
3894	GPC1	interacts with	GTF3C1
3895	GPC1	interacts with	DAG1
3896	GPC1	interacts with	THY1
3897	GPC1	interacts with	KIF1C
3898	GPC1	interacts with	SLIT3
3899	GPC1	interacts with	GPC6
3900	GPC6	interacts with	CHST8
3901	SDC3	interacts with	NCAN
3902	SDC3	interacts with	CSPG4
3903	SDC3	interacts with	EFEMP2
3904	SDC3	interacts with	SDC1
3905	SDC3	interacts with	GPC1
3906	SDC3	interacts with	CHST3
3907	SDC3	interacts with	GPC6
3908	SDC3	interacts with	TIAM1
3909	SDC3	interacts with	NDST3
3910	SDC3	interacts with	MC4R
3911	SDC3	interacts with	HS3ST3A1
3912	SDC3	interacts with	HS3ST6
3913	SDC3	interacts with	HS3ST4
3914	SDC3	interacts with	HS3ST1
3915	SDC3	interacts with	CSPG5
3916	SDC3	interacts with	GPC2
3917	SDC3	interacts with	GPC5
3918	SDC3	interacts with	HS6ST3
3919	SDC3	interacts with	HS3ST3B1
3920	SDC3	interacts with	CASK
3921	SDC3	interacts with	NDST1
3922	SDC3	interacts with	NDST4
3923	SULT1A2	interacts with	PAPSS1
3924	SULT1A2	interacts with	SULT1A4
3925	SULT1A2	interacts with	CHST3
3926	SULT1A2	interacts with	STK4
3927	SULT1A2	interacts with	SPG7
3928	SULT1A2	interacts with	NDST3
3929	SULT1A2	interacts with	CHST7
3930	SULT1A2	interacts with	CHST1
3931	SULT1A2	interacts with	HS3ST3A1
3932	SULT1A2	interacts with	HS3ST6
3933	SULT1A2	interacts with	HS3ST4
3934	SULT1A2	interacts with	HS3ST1
3935	SULT1A2	interacts with	MOGAT3
3936	SULT1A2	interacts with	SULT1A1
3937	SULT1A2	interacts with	NDST1
3938	SULT1A2	interacts with	NDST4
3939	SULT1A2	interacts with	HS3ST3B1
3940	CHST1	interacts with	CACNB1
3941	CHST1	interacts with	THY1
3942	CHST1	interacts with	NDST3
3943	CHST1	interacts with	CHST8
3944	CHST1	interacts with	CHST7
3945	CHST1	interacts with	NRCAM
3946	CHST1	interacts with	HS3ST1
3947	CHST1	interacts with	HS3ST4
3948	CHST1	interacts with	HS3ST3A1
3949	GPC5	interacts with	NCAN
3950	GPC5	interacts with	CSPG4
3951	GPC5	interacts with	SDC1
3952	GPC5	interacts with	GPC1
3953	GPC5	interacts with	GPC6
3954	GPC5	interacts with	NRXN1
3955	GPC5	interacts with	NDST3
3956	GPC5	interacts with	AKAP6
3957	GPC5	interacts with	HS3ST3A1
3958	GPC5	interacts with	HS3ST6
3959	GPC5	interacts with	HS3ST4
3960	GPC5	interacts with	HS3ST1
3961	GPC5	interacts with	CSPG5
3962	GPC5	interacts with	GPC2
3963	GPC5	interacts with	NDST1
3964	GPC5	interacts with	NDST4
3965	GPC5	interacts with	HS6ST3
3966	HS3ST6	interacts with	PAPSS1
3967	HS3ST6	interacts with	SULT1A4
3968	HS3ST6	interacts with	SDC1
3969	HS3ST6	interacts with	GPC1
3970	HS3ST6	interacts with	CHST3
3971	HS3ST6	interacts with	GPC6
3972	HS3ST6	interacts with	NDST3
3973	HS3ST6	interacts with	CHST7
3974	HS3ST6	interacts with	CHST1
3975	HS3ST6	interacts with	HS6ST3
3976	HS3ST6	interacts with	NDST1
3977	HS3ST6	interacts with	NDST4
3978	HS3ST6	interacts with	HS3ST3A1
3979	HS3ST6	interacts with	HS3ST4
3980	HS3ST6	interacts with	HS3ST1
3981	HS3ST6	interacts with	GPC2
3982	GPC2	interacts with	GPC1
3983	GPC2	interacts with	GPC6
3984	GPC2	interacts with	NDST3
3985	GPC2	interacts with	CSPG5
3986	GPC2	interacts with	HS3ST4
3987	GPC2	interacts with	HS3ST1
3988	GPC2	interacts with	HS3ST3A1
3989	SULT1A1	interacts with	SUMO1
3990	SULT1A1	interacts with	PAPSS1
3991	SULT1A1	interacts with	SULT1A4
3992	SULT1A1	interacts with	CHST3
3993	SULT1A1	interacts with	CAMK2G
3994	SULT1A1	interacts with	STK4
3995	SULT1A1	interacts with	MAST3
3996	SULT1A1	interacts with	ZBTB20
3997	SULT1A1	interacts with	SPG7
3998	SULT1A1	interacts with	SUGP2
3999	SULT1A1	interacts with	AGPAT1
4000	SULT1A1	interacts with	NDST3
4001	SULT1A1	interacts with	CHST7
4002	SULT1A1	interacts with	CHST1
4003	SULT1A1	interacts with	NDST1
4004	SULT1A1	interacts with	NDST4
4005	SULT1A1	interacts with	HS3ST3A1
4006	SULT1A1	interacts with	HS3ST6
4007	SULT1A1	interacts with	HS3ST4
4008	SULT1A1	interacts with	HS3ST1
4009	PURG	interacts with	NOVA1
4010	CAMK2G	interacts with	AGPAT1
4011	CACNA1D	interacts with	CACNA1C
4012	CACNA1D	interacts with	CACNB1
4013	CACNA1D	interacts with	CAMK2G
4014	CACNA1D	interacts with	DMD
4015	CACNA1D	interacts with	NOVA1
4016	CACNA1D	interacts with	EPS8L1
4017	CACNA1D	interacts with	DOC2A
4018	CACNA1D	interacts with	PPP2R3A
4019	CACNA1D	interacts with	PRKCA
4020	CACNA1D	interacts with	GRIA3
4021	CACNA1D	interacts with	TRPM3
4022	CACNA1D	interacts with	PCSK2
4023	CACNA1D	interacts with	PPP2R2A
4024	CACNA1D	interacts with	MMP16
4025	CACNA1D	interacts with	PPP2R2C
4026	CACNA1D	interacts with	TRPC4
4027	CACNA1D	interacts with	KIF13B
4028	CACNA1D	interacts with	MYO5C
4029	CACNA1D	interacts with	TRPM7
4030	CACNA1D	interacts with	RASGRF1
4031	AXIN1	interacts with	MAP2K1
4032	AXIN1	interacts with	SUMO1
4033	AXIN1	interacts with	ZNF263
4034	AXIN1	interacts with	LAMP1
4035	AXIN1	interacts with	PPP2R2A
4036	AXIN1	interacts with	DVL1P1
4037	AXIN1	interacts with	BCL2
4038	TSPAN8	interacts with	LGR5
4039	TSPAN8	interacts with	LGALS4
4040	TSPAN8	interacts with	DMD
4041	TSPAN8	interacts with	PPP1R14D
4042	TSPAN8	interacts with	HHLA2
4043	MC4R	interacts with	TUB
4044	MC4R	interacts with	ERC1
4045	MC4R	interacts with	PRLHR
4046	MC4R	interacts with	FFAR4
4047	GCLC	interacts with	MAPK1
4048	GCLC	interacts with	BCL2
4049	GCLC	interacts with	EIF3A
4050	GCLC	interacts with	PAPSS1
4051	GDE1	interacts with	SPCS1
4052	GDE1	interacts with	MAP2K1
4053	GDE1	interacts with	SNX19
4054	GDE1	interacts with	CANX
4055	GDE1	interacts with	MAPK1
4056	GDE1	interacts with	IGF2R
4057	GDE1	interacts with	ZFYVE21
4058	GDE1	interacts with	AL136295.1
4059	GDE1	interacts with	GPRC5B
4060	GDE1	interacts with	TAF1
4061	GDE1	interacts with	CDIPT
4062	GDE1	interacts with	CCL14
4063	GDE1	interacts with	TPGS1
4064	UFSP2	interacts with	SPCS1
4065	UFSP2	interacts with	C2CD5
4066	UFSP2	interacts with	NBR1
4067	ZBTB18	interacts with	LGR5
4068	VPS8	interacts with	VPS11
4069	CLN3	interacts with	LAMP1
4070	CLN3	interacts with	DAPK3
4071	ZFC3H1	interacts with	SP3
4072	ZFC3H1	interacts with	KDM3B
4073	ZFC3H1	interacts with	RSRC2
4074	ZFC3H1	interacts with	C2CD5
4075	ZFC3H1	interacts with	KDM3A
4076	ZFC3H1	interacts with	ADD3
4077	ZFC3H1	interacts with	MACF1
4078	ZFC3H1	interacts with	USP34
4079	ZFC3H1	interacts with	EXOSC10
4080	ZFC3H1	interacts with	NKTR
4081	ZFC3H1	interacts with	PPP2R3A
4082	ZFC3H1	interacts with	TNRC6A
4083	ZFC3H1	interacts with	DOCK2
4084	ZFC3H1	interacts with	PTBP2
4085	ZFC3H1	interacts with	GDAP2
4086	ZFC3H1	interacts with	HELZ
4087	ZFC3H1	interacts with	SNAPC3
4088	ZFC3H1	interacts with	SUGP2
4089	ZFC3H1	interacts with	KDM5A
4090	PAGR1	interacts with	NCOA3
4091	PAGR1	interacts with	RAD51
4092	PAGR1	interacts with	HIST1H3C
4093	PAGR1	interacts with	KAT14
4094	PAGR1	interacts with	KDM6A
4095	PAGR1	interacts with	HIST1H3A
4096	KAT14	interacts with	HIST1H4E
4097	KAT14	interacts with	HIST1H3C
4098	KAT14	interacts with	MRTFB
4099	KDM6A	interacts with	SUMO1
4100	KDM6A	interacts with	SP3
4101	KDM6A	interacts with	KDM3B
4102	KDM6A	interacts with	RB1
4103	KDM6A	interacts with	KDM3A
4104	KDM6A	interacts with	NCOA3
4105	KDM6A	interacts with	TBC1D15
4106	KDM6A	interacts with	HIST1H3C
4107	KDM6A	interacts with	KDM5A
4108	KDM6A	interacts with	HELZ
4109	KDM6A	interacts with	PTBP2
4110	KDM6A	interacts with	AXIN1
4111	KDM6A	interacts with	KDM5D
4112	KDM6A	interacts with	JMJD8
4113	KDM6A	interacts with	HIST1H3A
4114	KDM6A	interacts with	KDM6B
4115	KDM6A	interacts with	KDM8
4116	KDM6A	interacts with	PHF2
4117	KDM6A	interacts with	CASK
4118	KDM6A	interacts with	JMJD7
4119	KDM6A	interacts with	ZSCAN31
4120	POLR3A	interacts with	SUMO1
4121	POLR3A	interacts with	EIF3A
4122	POLR3A	interacts with	EXOSC10
4123	POLR3A	interacts with	POLR3F
4124	POLR3A	interacts with	GTF3C2
4125	POLR3A	interacts with	GTF3C1
4126	POLR3A	interacts with	MRPL2
4127	POLR3A	interacts with	SOX6
4128	POLR3A	interacts with	PPP2R2C
4129	TBCD	interacts with	SUMO1
4130	TBCD	interacts with	NCOA3
4131	TBCD	interacts with	TBCC
4132	TBCD	interacts with	SPG7
4133	TBCD	interacts with	GTF3C1
4134	TBCD	interacts with	KIF22
4135	TBCD	interacts with	KLHDC3
4136	TBCD	interacts with	PPP2R2C
4137	MON1B	interacts with	VPS33B
4138	MON1B	interacts with	VPS11
4139	SLC45A3	interacts with	CPNE4
4140	CPNE4	interacts with	MAP2K1
4141	CPNE4	interacts with	STAU1
4142	CPNE4	interacts with	UTRN
4143	CPNE4	interacts with	RPH3A
4144	CPNE4	interacts with	SPTBN1
4145	CPNE4	interacts with	CPNE6
4146	CPNE4	interacts with	GTF3C2
4147	CPNE4	interacts with	NSD2
4148	CPNE4	interacts with	CENPF
4149	CPNE4	interacts with	RABEP2
4150	CPNE4	interacts with	PITPNM2
4151	CPNE4	interacts with	PHOSPHO2
4152	CPNE4	interacts with	SYT2
4153	CPNE4	interacts with	TMEM178A
4154	CPNE4	interacts with	NECAB1
4155	CPNE4	interacts with	VSTM2L
4156	CPNE4	interacts with	SYT16
4157	CPNE4	interacts with	BAHCC1
4158	CPNE4	interacts with	CCDC22
4159	C5orf30	interacts with	SPDEF
4160	SPDEF	interacts with	TUB
4161	BEST2	interacts with	PPP1R14D
4162	BEST2	interacts with	PRPH2
4163	BEST2	interacts with	BEST3
4164	BEST2	interacts with	BEST4
4165	BEST3	interacts with	SLC6A7
4166	BEST3	interacts with	VSX1
4167	BEST3	interacts with	TMEM52
4168	BEST4	interacts with	BEST3
4169	SPTBN1	interacts with	SUMO1
4170	SPTBN1	interacts with	ADD3
4171	SPTBN1	interacts with	LGR5
4172	SPTBN1	interacts with	RPL4
4173	SPTBN1	interacts with	CAMK2G
4174	SPTBN1	interacts with	ZNF768
4175	SPTBN1	interacts with	PRKCA
4176	SPTBN1	interacts with	ZBTB20
4177	SPTBN1	interacts with	UTRN
4178	SPTBN1	interacts with	SPTBN5
4179	SPTBN1	interacts with	NOVA1
4180	SPTBN1	interacts with	DYNLL2
4181	SPTBN1	interacts with	BCL2
4182	SPTBN1	interacts with	NRCAM
4183	CBX5	interacts with	SUMO1
4184	CBX5	interacts with	TAF1
4185	CBX5	interacts with	HDLBP
4186	CBX5	interacts with	HIST1H4E
4187	CBX5	interacts with	HIST1H3C
4188	CBX5	interacts with	KPNA3
4189	CBX5	interacts with	XRCC5
4190	CBX5	interacts with	TAF4
4191	CBX5	interacts with	NSD2
4192	CBX5	interacts with	OIP5
4193	CBX5	interacts with	H2AFY
4194	CBX5	interacts with	CENPF
4195	CBX5	interacts with	TRIM66
4196	CBX5	interacts with	EHMT2
4197	CBX5	interacts with	HIST1H3A
4198	CBX5	interacts with	GATAD2A
4199	CBX5	interacts with	BCL11B
4200	NYX	interacts with	EPS8L1
4201	NYX	interacts with	SPTBN5
4202	NYX	interacts with	BCL2
4203	NYX	interacts with	SLIT3
4204	NYX	interacts with	SLC6A7
4205	NYX	interacts with	GP2
4206	CPNE6	interacts with	PTCH2
4207	CPNE6	interacts with	NYX
4208	CPNE6	interacts with	CACNA1C
4209	CPNE6	interacts with	SLC6A7
4210	CPNE6	interacts with	MMP11
4211	CPNE6	interacts with	CACNB1
4212	CPNE6	interacts with	AK5
4213	CPNE6	interacts with	SCN4A
4214	CPNE6	interacts with	THY1
4215	CPNE6	interacts with	CACNA1D
4216	CPNE6	interacts with	DAPK2
4217	CPNE6	interacts with	HHAT
4218	CPNE6	interacts with	PCSK2
4219	CPNE6	interacts with	DOC2A
4220	CPNE6	interacts with	NRXN1
4221	CPNE6	interacts with	TULP1
4222	CPNE6	interacts with	TRPM3
4223	CPNE6	interacts with	EPS8L1
4224	CPNE6	interacts with	PRPH
4225	CPNE6	interacts with	RIMS2
4226	CPNE6	interacts with	LMO1
4227	CPNE6	interacts with	AATK
4228	CPNE6	interacts with	MOGAT3
4229	CPNE6	interacts with	GP2
4230	CPNE6	interacts with	SYT12
4231	CPNE6	interacts with	CSPG5
4232	CPNE6	interacts with	ASIC2
4233	GP2	interacts with	SPDEF
4234	GP2	interacts with	SLC6A7
4235	GP2	interacts with	TULP1
4236	GP2	interacts with	SPTBN5
4237	GP2	interacts with	BCL2
4238	GP2	interacts with	PRPH
4239	GP2	interacts with	MMP16
4240	SKIL	interacts with	GARS
4241	SKIL	interacts with	RB1
4242	SKIL	interacts with	MACF1
4243	SKIL	interacts with	OIP5
4244	SKIL	interacts with	CPNE4
4245	SKIL	interacts with	HHAT
4246	SKIL	interacts with	SKIDA1
4247	SKIL	interacts with	ZNF106
4248	SKIL	interacts with	AXIN1
4249	HHAT	interacts with	GARS
4250	HHAT	interacts with	RPL4
4251	HHAT	interacts with	CHST3
4252	HHAT	interacts with	AXIN1
4253	HHAT	interacts with	FAM53C
4254	HHAT	interacts with	DCHS1
4255	HHAT	interacts with	PLEC
4256	HHAT	interacts with	SKIDA1
4257	HHAT	interacts with	BCL2
4258	SKIDA1	interacts with	SKOR1
4259	ZNF768	interacts with	SUMO1
4260	ZNF768	interacts with	ZNF263
4261	ZNF768	interacts with	NCOA3
4262	ZNF768	interacts with	MRPL2
4263	ZNF768	interacts with	GTF3C1
4264	ZNF768	interacts with	THAP4
4265	SLC38A10	interacts with	ILK
4266	SLC38A10	interacts with	MAN2B1
4267	SLC38A10	interacts with	TMEM214
4268	SLC38A10	interacts with	GTF3C1
4269	SLC38A10	interacts with	AGPAT1
4270	SLC38A10	interacts with	RABEP2
4271	SLC38A10	interacts with	CLN3
4272	SLC38A10	interacts with	ARHGEF18
4273	SLC38A10	interacts with	SULT1A1
4274	SLC38A10	interacts with	GMIP
4275	SCFD2	interacts with	PYDC1
4276	SCFD2	interacts with	VPS33B
4277	N4BP2	interacts with	RAB5B
4278	N4BP2	interacts with	NKTR
4279	N4BP2	interacts with	TNRC6A
4280	N4BP2	interacts with	KDM6A
4281	STK33	interacts with	MAP2K1
4282	STK33	interacts with	MAPK1
4283	STK33	interacts with	MAPK6
4284	STK33	interacts with	HSP90AB1
4285	STK33	interacts with	MAP2K3
4286	STK33	interacts with	MAP2K5
4287	STK33	interacts with	CAMK4
4288	STK33	interacts with	TTBK2
4289	STK33	interacts with	STK4
4290	STK33	interacts with	CLHC1
4291	STK33	interacts with	AKT3
4292	STK33	interacts with	ABL1
4293	STK33	interacts with	ZSCAN31
4294	STK33	interacts with	MAP2K6
4295	STK33	interacts with	DAPK3
4296	ZSCAN31	interacts with	LGR5
4297	MAP2K6	interacts with	NCOA3
4298	MAP2K6	interacts with	MAP2K5
4299	MAP2K6	interacts with	CAMK2G
4300	MAP2K6	interacts with	DAPK2
4301	DAPK3	interacts with	MAP2K1
4302	DAPK3	interacts with	TTBK2
4303	DAPK3	interacts with	ZNF768
4304	DAPK3	interacts with	MAP2K6
4305	DAPK3	interacts with	ZBTB20
4306	DAPK3	interacts with	DAPK2
4307	DAPK3	interacts with	KLHDC3
4308	MEA1	interacts with	ILK
4309	MEA1	interacts with	NDUFS3
4310	MEA1	interacts with	SNRPC
