description	name	p_value	precision	recall	query_size	effective_domain_size	intersection_size	native	source	term_size	intersections	community
"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	positive regulation of nervous system development	0.011544943409028377	0.036395147313691506	0.07473309608540925	577	18123	21	GO:0051962	GO:BP	281	['TIAM1', 'BAIAP2', 'SOX8', 'EPHB2', 'NLGN1', 'DAG1', 'SLITRK6', 'MAP2K1', 'NIN', 'XRCC5', 'SKIL', 'SPINT1', 'BDNF', 'NUMBL', 'CLSTN2', 'ILK', 'TPBG', 'PTPRD', 'ASIC2', 'MACF1', 'NRXN1']	C877
"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	growth	0.013614481914497099	0.08838821490467938	0.052415210688591986	577	18123	51	GO:0040007	GO:BP	973	['SYT17', 'TIAM1', 'GATA3', 'PRKAR1A', 'CELA1', 'RB1', 'NDUFS3', 'PTK7', 'SPOCK1', 'PTCH2', 'DAG1', 'SLITRK6', 'ABL1', 'SYT2', 'SYT1', 'NIN', 'GPR149', 'MAPK1', 'HSP90AB1', 'EHMT2', 'EIF2AK4', 'SYT4', 'COLQ', 'AKAP6', 'BDNF', 'PPP2R3A', 'BCL2', 'DMD', 'GAS2', 'BBS2', 'INSR', 'BNC2', 'SLIT3', 'MAP2K5', 'ILK', 'RASAL1', 'KDM6A', 'RIMS2', 'WWC1', 'SERTAD3', 'NRCAM', 'STK4', 'CSPG5', 'PPP3CA', 'CPNE6', 'ZFPM2', 'MACF1', 'CRKL', 'DUSP6', 'TAF10', 'SH3BP4']	C877
"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	regulation of cellular localization	0.013652733922334633	0.07972270363951472	0.05405405405405406	577	18123	46	GO:0060341	GO:BP	851	['HMGCR', 'TIAM1', 'CACNA1C', 'PRKD1', 'GPC2', 'RB1', 'LZTFL1', 'STX7', 'GLIS2', 'EPHB2', 'NLGN1', 'VPS4A', 'DAG1', 'PIK3R1', 'VPS11', 'UNC13D', 'MAP2K1', 'STX4', 'ABL1', 'NPEPPS', 'RAB11FIP2', 'MAPK1', 'HSP90AB1', 'LAMP1', 'GPC6', 'AKAP6', 'BDNF', 'RAP1A', 'TTBK2', 'GPC5', 'BCL2', 'DMD', 'CALY', 'HPS4', 'BAK1', 'GPC1', 'WWC1', 'YWHAB', 'DNAJC27', 'SPTBN1', 'CASQ2', 'CRKL', 'NRXN1', 'PKIA', 'THY1', 'C2CD5']	C877
"""Any process that modulates the frequency, rate or extent of synapse assembly, the aggregation, arrangement and bonding together of a set of components to form a synapse."" [GOC:ai, GOC:pr]"	regulation of synapse assembly	0.013835999714056477	0.019064124783362217	0.11	577	18123	11	GO:0051963	GO:BP	100	['EPHB2', 'NLGN1', 'SLITRK6', 'GPC6', 'COLQ', 'BDNF', 'CLSTN2', 'TPBG', 'PTPRD', 'ASIC2', 'NRXN1']	C877
"""Any process that modulates the frequency, rate or extent of the regulated release of catecholamines."" [GOC:ai]"	regulation of catecholamine secretion	0.015095777637278917	0.01386481802426343	0.14285714285714285	577	18123	8	GO:0050433	GO:BP	56	['SYT12', 'SYT17', 'SYT2', 'SYT1', 'SYT7', 'SYT4', 'SYT9', 'SYT6']	C877
"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	animal organ morphogenesis	0.015251733590658536	0.09532062391681109	0.05097312326227989	577	18123	55	GO:0009887	GO:BP	1079	['EMX2', 'SOX5', 'TIAM1', 'GATA3', 'CELA1', 'PTK7', 'SOX8', 'RIPPLY2', 'EPHB2', 'DAG1', 'HOXB9', 'SLITRK6', 'MAP2K1', 'ABL1', 'MAPK1', 'GBA', 'PSMC3', 'GPC6', 'FOXO1', 'SCUBE2', 'CRB2', 'WNK4', 'PPP2R3A', 'NSD2', 'SDC1', 'BCL2', 'BBS2', 'CDX2', 'INSR', 'SLIT3', 'TULP1', 'ILK', 'BAK1', 'DSPP', 'FSCN2', 'KDM6A', 'FAM20C', 'LCTL', 'DCHS1', 'CCDC40', 'NDST1', 'ZFPM2', 'SP3', 'SMARCC1', 'CRKL', 'AKT3', 'MYF5', 'VSX1', 'THY1', 'BCL11B', 'EFEMP2', 'CAPN1', 'SOX6', 'MMP16', 'GNAO1']	C877
"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	vesicle docking involved in exocytosis	0.015251733590658536	0.012131715771230503	0.16279069767441862	577	18123	7	GO:0006904	GO:BP	43	['VPS11', 'VPS33A', 'UNC13B', 'SYTL2', 'SCFD2', 'VPS33B', 'VPS18']	C877
"""The directed, self-propelled movement of a cell or subcellular component without the involvement of an external agent such as a transporter or a pore."" [GOC:dgh, GOC:dph, GOC:jl, GOC:mlg]"	movement of cell or subcellular component	0.015372622044214768	0.17677642980935876	0.04398447606727038	577	18123	102	GO:0006928	GO:BP	2319	['EMX2', 'GYPC', 'KPNB1', 'GNAI2', 'TIAM1', 'CACNA1C', 'PRKD1', 'GATA3', 'GPC2', 'CACNA1D', 'DNHD1', 'PTK7', 'SOX8', 'CCL14', 'SPOCK1', 'MAP2K3', 'EPHB2', 'IFT22', 'DAG1', 'PIK3R1', 'LDB2', 'SPTBN5', 'HOXB9', 'TRIO', 'PRKCA', 'ZSWIM6', 'MAP2K1', 'STX4', 'ABL1', 'MYH4', 'WNK1', 'DNAH17', 'MYH2', 'DNAH3', 'CSPG4', 'PTPRK', 'MAPK1', 'NAV1', 'GBA', 'LAMP1', 'GPC6', 'PLD2', 'CRB2', 'MYO5C', 'IGF1R', 'BDNF', 'KIF13B', 'PPP2R3A', 'TTBK2', 'GPC5', 'TYRO3', 'SDC1', 'DAPK2', 'BCL2', 'DMD', 'KIF22', 'BBS2', 'CALY', 'INSR', 'TPGS1', 'SLIT3', 'MAP2K5', 'KIF12', 'ILK', 'NME5', 'GPC1', 'FSCN2', 'TPBG', 'UNK', 'WWC1', 'GP2', 'PDILT', 'RAB27B', 'DNAH14', 'NRCAM', 'DCHS1', 'STK4', 'VSTM2L', 'SPTBN1', 'NDE1', 'KNSTRN', 'KLC1', 'DOCK4', 'PPP3CA', 'TUB', 'SDC3', 'CCDC40', 'DAPK3', 'MACF1', 'DYNLL2', 'AVL9', 'KIF1C', 'CRKL', 'AKT3', 'NRXN1', 'THY1', 'JAM3', 'BCL11B', 'FEZ2', 'PLEKHG5', 'SPG7', 'PBLD']	C877
"""The chemical reactions and pathways resulting in the formation of dermatan sulfate, any glycosaminoglycan with repeats consisting of beta-(1,4)-linked L-iduronyl-beta-(1,3)-N-acetyl-D-galactosamine 4-sulfate units."" [GOC:mah, ISBN:0198506732]"	dermatan sulfate biosynthetic process	0.015995227541527393	0.006932409012131715	0.3333333333333333	577	18123	4	GO:0030208	GO:BP	12	['CSPG4', 'CHST14', 'NCAN', 'CSPG5']	C877
"""The chemical reactions and pathways resulting in the formation of heparin, any member of a group of glycosaminoglycans of average Mr (6000-20000), consisting predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues."" [GOC:mah, ISBN:0198506732]"	heparin biosynthetic process	0.015995227541527393	0.006932409012131715	0.3333333333333333	577	18123	4	GO:0030210	GO:BP	12	['NDST2', 'NDST3', 'NDST1', 'NDST4']	C877
"""Long distance growth of a single neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]"	neuron projection extension	0.015995227541527393	0.025996533795493933	0.0872093023255814	577	18123	15	GO:1990138	GO:BP	172	['SYT17', 'TIAM1', 'ABL1', 'SYT2', 'SYT1', 'HSP90AB1', 'EIF2AK4', 'SYT4', 'SLIT3', 'ILK', 'RASAL1', 'RIMS2', 'NRCAM', 'CPNE6', 'MACF1']	C877
"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	positive regulation of cell junction assembly	0.016912793751864892	0.019064124783362217	0.10679611650485436	577	18123	11	GO:1901890	GO:BP	103	['EPHB2', 'NLGN1', 'SLITRK6', 'ABL1', 'BDNF', 'CLSTN2', 'TPBG', 'PTPRD', 'ASIC2', 'NRXN1', 'THY1']	C877
"""The regulated release of catecholamines by a cell. The catecholamines are a group of physiologically important biogenic amines that possess a catechol (3,4-dihydroxyphenyl) nucleus and are derivatives of 3,4-dihydroxyphenylethylamine."" [GOC:ai, GOC:ef]"	catecholamine secretion	0.018176324202492343	0.01386481802426343	0.13793103448275862	577	18123	8	GO:0050432	GO:BP	58	['SYT12', 'SYT17', 'SYT2', 'SYT1', 'SYT7', 'SYT4', 'SYT9', 'SYT6']	C877
"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	negative regulation of protein kinase activity	0.018176324202492343	0.03292894280762565	0.07539682539682539	577	18123	19	GO:0006469	GO:BP	252	['HMGCR', 'PRKAR1A', 'RB1', 'EPHB2', 'DUSP8', 'ABL1', 'WNK1', 'GBA', 'IGF1R', 'PYDC1', 'PKIB', 'ILK', 'TFAP4', 'YWHAB', 'DNAJA3', 'PKIA', 'THY1', 'DUSP6', 'IPO7']	C877
"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	regulation of cellular component biogenesis	0.01897312933319025	0.08838821490467938	0.05146316851664985	577	18123	51	GO:0044087	GO:BP	991	['RB1', 'BAIAP2', 'EPHB2', 'RABEP2', 'NLGN1', 'SSH3', 'VPS4A', 'HCFC1', 'DAG1', 'PIK3R1', 'VPS11', 'LDB2', 'SPTBN5', 'PRKCA', 'SLITRK6', 'ABL1', 'NIN', 'CCP110', 'XRCC5', 'UNC13B', 'EHMT2', 'TBCD', 'GBA', 'PSMC3', 'GPC6', 'PHF2', 'SUMO1', 'COLQ', 'BDNF', 'RAP1A', 'SDC1', 'CLSTN2', 'STXBP6', 'CALY', 'STXBP5', 'CKAP5', 'BAK1', 'TPBG', 'PTPRD', 'ASIC2', 'SPTBN1', 'VPS18', 'DAPK3', 'MACF1', 'EPS8L1', 'NRXN1', 'THY1', 'JAM3', 'ADD3', 'FEZ2', 'ARHGEF18']	C877
"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	anatomical structure development	0.018980195352716858	0.4055459272097054	0.037962362102530824	577	18123	234	GO:0048856	GO:BP	6164	['EMX2', 'ERC1', 'KDM6B', 'HMGCR', 'PDLIM3', 'SYT17', 'MRTFB', 'SOX5', 'CTNNBL1', 'TIAM1', 'CACNA1C', 'SETSIP', 'PRKD1', 'GATA3', 'GPC2', 'SGCB', 'PRKAR1A', 'CELA1', 'CENPF', 'RB1', 'NDUFS3', 'BAIAP2', 'PTK7', 'RNF103', 'SOX8', 'TMEM178A', 'TAF4', 'SPOCK1', 'RIPPLY2', 'CSDE1', 'PRPH2', 'GLIS2', 'PTCH2', 'HHAT', 'EPHB2', 'MEA1', 'SH3PXD2A', 'SLC45A3', 'NLGN1', 'PACSIN2', 'SOX3', 'VPS4A', 'DAG1', 'PIK3R1', 'LDB2', 'VPS33A', 'TNRC6A', 'UNC13D', 'NR2F1', 'THOC6', 'SPTBN5', 'PCSK2', 'POU1F1', 'HOXB9', 'TRIO', 'PRKCA', 'STMN4', 'SLITRK6', 'ZSWIM6', 'MAP2K1', 'ABL1', 'TRPC4', 'DOCK2', 'SYT2', 'SYT1', 'KRT75', 'WNK1', 'NIN', 'CAMK4', 'KDM5A', 'GPR149', 'NES', 'XRCC5', 'CSPG4', 'PTPRK', 'EBF3', 'MAPK1', 'HSP90AB1', 'MAPK6', 'LIN7C', 'LINGO1', 'NCOA3', 'PKP3', 'NFATC3', 'EHMT2', 'BACE2', 'EIF2AK4', 'RIT2', 'TBCD', 'SKIL', 'A1CF', 'SYT4', 'PNPLA1', 'NAV1', 'LMO1', 'SLC25A12', 'SPINT1', 'GBA', 'PAPSS1', 'PSMC3', 'MAP2K6', 'NECAB1', 'GPC6', 'FOXO1', 'DDAH1', 'SCUBE2', 'CRB2', 'XKR6', 'ELAVL4', 'PHF2', 'NBR1', 'SUMO1', 'COLQ', 'IGF1R', 'CLMN', 'WNK4', 'AKAP6', 'BDNF', 'NUMBL', 'KIF13B', 'RAP1A', 'PPP2R3A', 'TTBK2', 'NSD2', 'TYRO3', 'IGF2R', 'SDC1', 'BCL2', 'CLSTN2', 'DMD', 'GAS2', 'BBS2', 'CDX2', 'INSR', 'MMP24', 'BNC2', 'SPDEF', 'TPGS1', 'SLIT3', 'TULP1', 'MMP11', 'MAP2K5', 'TNIK', 'ILK', 'BAK1', 'GFI1B', 'NEK5', 'CHST8', 'DSPP', 'RASAL1', 'NME5', 'PTBP2', 'AKNA', 'SLC35E2B', 'KDM3A', 'GPC1', 'FSCN2', 'RD3', 'TPBG', 'KDM6A', 'MYOZ2', 'RIMS2', 'SLC38A10', 'UNK', 'FAM20C', 'LCTL', 'ZBTB40', 'TBCC', 'PTPRD', 'CAMK2G', 'GADD45G', 'ARHGEF26', 'CASZ1', 'LSAMP', 'ASIC2', 'VGLL2', 'PDILT', 'GPRC5B', 'HS3ST6', 'NRCAM', 'DCHS1', 'TAF1', 'NCAN', 'STK4', 'RASGRF1', 'VSTM2L', 'DNAJA3', 'DOC2A', 'ZDHHC21', 'SPTBN1', 'NDE1', 'JMJD8', 'AATK', 'CSPG5', 'PPP3CA', 'SNX19', 'TUB', 'LGR5', 'CCDC40', 'NDST1', 'CPNE6', 'DAPK3', 'ZFPM2', 'SP3', 'HNF4G', 'MACF1', 'UTRN', 'SMARCC1', 'CLCN2', 'CRKL', 'AKT3', 'NRXN1', 'ARHGAP11B', 'MYF5', 'AXIN1', 'VSX1', 'THY1', 'JAM3', 'BCL11B', 'FEZ2', 'ARHGEF18', 'DUSP6', 'EFEMP2', 'TAF10', 'LMTK2', 'CAPN1', 'SOX6', 'SPG7', 'MMP16', 'PBLD', 'LYL1', 'ZBTB18', 'GNAO1', 'MSI2']	C877
"""The chemical reactions and pathways involving chondroitin sulfate proteoglycan, any glycoprotein whose glycosaminoglycan units are chondroitin sulfate. Chondroitin sulfates are a group of 10-60 kDa glycosaminoglycans, widely distributed in cartilage and other mammalian connective tissues; the repeat units consist of beta-(1,4)-linked D-glucuronyl beta-(1,3)-N-acetyl-D-galactosamine sulfate."" [GOC:ai]"	chondroitin sulfate proteoglycan metabolic process	0.018980195352716858	0.012131715771230503	0.15555555555555556	577	18123	7	GO:0050654	GO:BP	45	['CHST3', 'CHST13', 'CSPG4', 'CHST9', 'CHST7', 'NCAN', 'CSPG5']	C877
"""The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]"	sulfur compound biosynthetic process	0.01938443612738812	0.02772963604852686	0.08205128205128205	577	18123	16	GO:0044272	GO:BP	195	['CHST3', 'CHST13', 'NDST2', 'CSPG4', 'CHST9', 'NDST3', 'PAPSS1', 'GCLC', 'CHST1', 'ST3GAL2', 'CHST7', 'CHST14', 'NCAN', 'CSPG5', 'NDST1', 'NDST4']	C877
"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	protein autophosphorylation	0.01938443612738812	0.03119584055459272	0.07692307692307693	577	18123	18	GO:0046777	GO:BP	234	['STK33', 'PRKD1', 'ABL1', 'WNK1', 'CAMK4', 'EIF2AK4', 'IGF1R', 'TYRO3', 'DAPK2', 'INSR', 'TNIK', 'TRPM7', 'TAF1', 'STK4', 'AATK', 'DAPK3', 'THY1', 'LMTK2']	C877
"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	transport	0.020163795030114198	0.35008665511265163	0.03874184886843115	577	18123	202	GO:0006810	GO:BP	5214	['SYT12', 'ERC1', 'CASK', 'HMGCR', 'KPNB1', 'GNAI2', 'SYT17', 'IPO4', 'TIAM1', 'CACNA1C', 'PRKD1', 'GRIA3', 'GATA3', 'CENPF', 'CANX', 'CACNA1D', 'BAIAP2', 'PITPNM2', 'CLVS1', 'EHBP1', 'RIMS4', 'STX7', 'ARFGEF2', 'HDLBP', 'TBC1D15', 'EPHB2', 'SCN4A', 'RABEP2', 'SLC45A3', 'NLGN1', 'PACSIN2', 'SYTL3', 'CCDC22', 'VPS4A', 'IFT22', 'ANKRD13B', 'PPFIA4', 'PIK3R1', 'VPS11', 'VPS33A', 'UNC13D', 'ESYT3', 'CADPS', 'THOC6', 'SPTBN5', 'PRKCA', 'TRPM3', 'NKAIN2', 'MAP2K1', 'STX4', 'ABL1', 'TSNARE1', 'TRPC4', 'DOCK2', 'SYT2', 'PEX6', 'SYT1', 'WNK1', 'DNAJC28', 'NPEPPS', 'POMC', 'RSRC1', 'RAB11FIP2', 'MYH2', 'XRCC5', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LGI3', 'LIN7C', 'SYT7', 'STX16-NPEPL1', 'RIT2', 'SYT4', 'SYT9', 'RPH3A', 'VPS39', 'SLC25A12', 'PSMC3', 'MAP2K6', 'LAMP1', 'RPL4', 'PLD2', 'XKR6', 'SYTL1', 'MYO5C', 'SUMO1', 'SNX32', 'GCLC', 'MAN2B1', 'RAB5B', 'IGF1R', 'KPNA3', 'CLMN', 'WNK4', 'HNRNPA3', 'AKAP6', 'MON1A', 'KIF13B', 'NAPRT', 'RAP1A', 'VPS8', 'TYRO3', 'IGF2R', 'SDC1', 'PROM2', 'MON1B', 'BCL2', 'DMD', 'KIF22', 'BBS2', 'ABCB8', 'CDX2', 'RFT1', 'STXBP6', 'CALY', 'INSR', 'DENND4C', 'RPL28', 'SLC16A6', 'HPX', 'TULP1', 'HPS4', 'BEST3', 'TIMM17A', 'SYTL2', 'CLBA1', 'STXBP5', 'ABCF3', 'SCFD2', 'BEST2', 'CKAP5', 'BAK1', 'TUBA4A', 'RBSN', 'VPS35L', 'CORIN', 'NME5', 'SLC35E2B', 'RD3', 'TRPM7', 'SYTL4', 'RIMS2', 'SLC38A10', 'SPNS1', 'WWC1', 'FAM53C', 'SYT16', 'CAMK2G', 'GP2', 'YWHAB', 'DNAJC27', 'ASIC2', 'RAB27B', 'SYT6', 'BEST4', 'SLC6A7', 'MTMR9', 'RASGRF1', 'DOC2A', 'ZDHHC21', 'SPTBN1', 'NDE1', 'AGAP1', 'CASQ2', 'KLC1', 'VPS33B', 'CSPG5', 'PPP3CA', 'SNX19', 'TUB', 'CCDC40', 'SPCS1', 'VPS18', 'DNAJC17', 'CPNE6', 'HYOU1', 'MACF1', 'DYNLL2', 'UTRN', 'CLCN2', 'KIF1C', 'NRXN1', 'PKIA', 'ZFAND2B', 'SNX8', 'ARHGAP11B', 'FCHO2', 'THY1', 'ADD3', 'TGFBRAP1', 'DENND1A', 'LMTK2', 'CAPN1', 'SH3BP4', 'C2CD5', 'CACNB1', 'FFAR4', 'IPO7', 'SPG7', 'SYTL5', 'GNAO1']	C877
"""The process of removing one or more methyl groups from a molecule."" [GOC:BHF, GOC:rl]"	demethylation	0.020163795030114198	0.01559792027729636	0.12162162162162163	577	18123	9	GO:0070988	GO:BP	74	['KDM3B', 'KDM6B', 'GATA3', 'KDM5A', 'KDM5D', 'PHF2', 'KDM3A', 'KDM6A', 'KDM8']	C877
"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	regulation of neurotransmitter transport	0.020261724747931174	0.019064124783362217	0.10377358490566038	577	18123	11	GO:0051588	GO:BP	106	['SYT12', 'CASK', 'RIMS4', 'NLGN1', 'SYT1', 'SYT4', 'RAP1A', 'STXBP5', 'RIMS2', 'CSPG5', 'VPS18']	C877
"""The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."" [GOC:go_curators, GOC:isa_complete]"	developmental cell growth	0.020630685610720196	0.03119584055459272	0.07627118644067797	577	18123	18	GO:0048588	GO:BP	236	['SYT17', 'TIAM1', 'ABL1', 'SYT2', 'SYT1', 'NIN', 'HSP90AB1', 'EIF2AK4', 'SYT4', 'AKAP6', 'BDNF', 'SLIT3', 'ILK', 'RASAL1', 'RIMS2', 'NRCAM', 'CPNE6', 'MACF1']	C877
"""The chemical reactions and pathways involving heparin, any member of a group of glycosaminoglycans found mainly as an intracellular component of mast cells. They are similar to heparan sulfates but are of somewhat higher average Mr (6000-20000) and contain fewer N-acetyl groups and more N-sulfate and O-sulfate groups; they may be attached in the same manner to protein, forming proteoglycans. They consist predominantly of alternating alpha-(1->4)-linked D-galactose and N-acetyl-D-glucosamine-6-sulfate residues."" [GOC:mah, ISBN:0198506732]"	heparin metabolic process	0.020630685610720196	0.006932409012131715	0.3076923076923077	577	18123	4	GO:0030202	GO:BP	13	['NDST2', 'NDST3', 'NDST1', 'NDST4']	C877
"""The low level of synaptic transmission that occurs via spontaneous neurotransmitter release into the synaptic cleft in the absence of a presynaptic action potential."" [PMID:20200227]"	spontaneous synaptic transmission	0.020630685610720196	0.006932409012131715	0.3076923076923077	577	18123	4	GO:0098814	GO:BP	13	['SYT1', 'RPH3A', 'RIMS2', 'DOC2A']	C877
"""A process in which a protein is transported to, or maintained in, a location within a photoreceptor outer segment."" [GO_REF:0000087, GOC:TermGenie, PMID:11481257, PMID:21867699]"	protein localization to photoreceptor outer segment	0.021115922475390504	0.005199306759098787	0.5	577	18123	3	GO:1903546	GO:BP	6	['SPATA7', 'TULP1', 'TUB']	C877
"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	regulation of localization	0.021502958067862475	0.21143847487001732	0.04198210598761184	577	18123	122	GO:0032879	GO:BP	2906	['SYT12', 'CASK', 'HMGCR', 'GNAI2', 'SYT17', 'TIAM1', 'CACNA1C', 'PRKD1', 'GRIA3', 'GATA3', 'GPC2', 'RB1', 'CACNA1D', 'LZTFL1', 'EXOSC10', 'RIMS4', 'STX7', 'GLIS2', 'MAP2K3', 'EPHB2', 'SCN4A', 'NLGN1', 'PACSIN2', 'VPS4A', 'ANKRD13B', 'DAG1', 'PIK3R1', 'VPS11', 'LDB2', 'UNC13D', 'CADPS', 'PRKCA', 'ZSWIM6', 'NKAIN2', 'MAP2K1', 'STX4', 'ABL1', 'DOCK2', 'SYT2', 'SYT1', 'WNK1', 'NPEPPS', 'POMC', 'RAB11FIP2', 'PTPRK', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LGI3', 'SYT7', 'RIT2', 'SYT4', 'SYT9', 'MAP2K6', 'LAMP1', 'GPC6', 'SUMO1', 'GCLC', 'RAB5B', 'IGF1R', 'WNK4', 'AKAP6', 'BDNF', 'RAP1A', 'PPP2R3A', 'TTBK2', 'GPC5', 'NSD2', 'SDC1', 'PROM2', 'DAPK2', 'BCL2', 'DMD', 'BBS2', 'STXBP6', 'CALY', 'INSR', 'TULP1', 'HPS4', 'BEST3', 'MAP2K5', 'STXBP5', 'ILK', 'BAK1', 'CORIN', 'GPC1', 'SYTL4', 'RIMS2', 'WWC1', 'CAMK2G', 'YWHAB', 'DNAJC27', 'ASIC2', 'RAB27B', 'SYT6', 'STK4', 'RASGRF1', 'DOC2A', 'SPTBN1', 'CASQ2', 'DOCK4', 'CSPG5', 'PPP3CA', 'TUB', 'CCDC40', 'VPS18', 'DAPK3', 'MACF1', 'UTRN', 'CLCN2', 'CRKL', 'AKT3', 'NRXN1', 'PKIA', 'THY1', 'JAM3', 'CAPN1', 'C2CD5', 'CACNB1', 'FFAR4', 'PBLD', 'GNAO1']	C877
"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	organic substance transport	0.02222629796042127	0.19584055459272098	0.04252916823485134	577	18123	113	GO:0071702	GO:BP	2657	['SYT12', 'ERC1', 'HMGCR', 'KPNB1', 'SYT17', 'IPO4', 'TIAM1', 'CACNA1C', 'PRKD1', 'CENPF', 'CANX', 'CACNA1D', 'PITPNM2', 'EHBP1', 'STX7', 'ARFGEF2', 'HDLBP', 'TBC1D15', 'RABEP2', 'SLC45A3', 'NLGN1', 'SYTL3', 'CCDC22', 'VPS4A', 'IFT22', 'PIK3R1', 'VPS11', 'VPS33A', 'ESYT3', 'CADPS', 'THOC6', 'PRKCA', 'STX4', 'TSNARE1', 'TRPC4', 'SYT2', 'PEX6', 'SYT1', 'NPEPPS', 'POMC', 'RAB11FIP2', 'MAPK1', 'HSP90AB1', 'UNC13B', 'LIN7C', 'SYT7', 'STX16-NPEPL1', 'SYT4', 'SYT9', 'RPH3A', 'VPS39', 'SLC25A12', 'MAP2K6', 'RPL4', 'XKR6', 'SYTL1', 'SNX32', 'RAB5B', 'KPNA3', 'HNRNPA3', 'AKAP6', 'MON1A', 'KIF13B', 'RAP1A', 'VPS8', 'MON1B', 'BCL2', 'BBS2', 'RFT1', 'INSR', 'DENND4C', 'RPL28', 'SLC16A6', 'HPX', 'HPS4', 'TIMM17A', 'SYTL2', 'STXBP5', 'SCFD2', 'CKAP5', 'RBSN', 'VPS35L', 'RD3', 'SYTL4', 'RIMS2', 'SLC38A10', 'SPNS1', 'FAM53C', 'CAMK2G', 'YWHAB', 'DNAJC27', 'RAB27B', 'SYT6', 'SLC6A7', 'ZDHHC21', 'SPTBN1', 'AGAP1', 'VPS33B', 'PPP3CA', 'SNX19', 'SPCS1', 'VPS18', 'MACF1', 'PKIA', 'ZFAND2B', 'SNX8', 'TGFBRAP1', 'DENND1A', 'LMTK2', 'C2CD5', 'FFAR4', 'IPO7', 'SYTL5']	C877
"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]"	carbohydrate derivative biosynthetic process	0.023854025429510293	0.0658578856152513	0.05539358600583091	577	18123	38	GO:1901137	GO:BP	686	['CHST3', 'GXYLT1', 'GPC2', 'CHST13', 'NDST2', 'CSPG4', 'CHST9', 'HS3ST3B1', 'BACE2', 'NDST3', 'HS6ST3', 'SLC25A12', 'PAPSS1', 'HS3ST3A1', 'NECAB1', 'GPC6', 'AK5', 'GPC5', 'SDC1', 'BCL2', 'CHST1', 'RFT1', 'ST3GAL2', 'GAL3ST4', 'CHST8', 'CHST7', 'NME5', 'GPC1', 'HS3ST1', 'HS3ST6', 'CHST14', 'NCAN', 'CSPG5', 'SDC3', 'NDST1', 'CHST10', 'HS3ST2', 'NDST4']	C877
